,Unnamed: 0,artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
43320,43320,Billy Talent,Runnin' Across the Tracks,4wxp5fXrwtkrcgrd9afrKM,23,2012,punk,0.477,0.928,2,-4.199,1,0.0649,0.000871,6.06e-05,0.0706,0.543,199.022,259242,4
43321,43321,Lebanon Hanover,Albatross,2hTVgvV6YvG2njb8btXSOs,35,2012,punk,0.749,0.719,2,-6.186,1,0.0322,0.101,0.497,0.111,0.466,149.052,236853,4
43322,43322,The Real McKenzies,Fool's Road,3SDqGd8EK6tq1JEXjjBKGx,28,2012,punk,0.48,0.962,10,-3.308,1,0.0966,0.0343,0.0,0.311,0.481,101.001,172893,4
43323,43323,Swearin',Kenosha,1i8gCn6m5e2XwTdsxMeNnv,27,2012,punk,0.358,0.773,3,-8.757,1,0.0385,0.00167,0.811,0.0975,0.692,80.225,162168,4
43324,43324,The Stanfields,Fox in the Heather,1tJ5tifQLQisXItZGktqgI,29,2012,punk,0.449,0.991,7,-3.955,1,0.048,0.0003,0.0,0.105,0.451,99.939,181267,4
43325,43325,The Real McKenzies,I Do What I Want,6Q6zVHLHkNv8fh3seHhGA6,31,2012,punk,0.486,0.967,0,-3.819,0,0.0615,0.00264,6.75e-06,0.131,0.348,114.016,198360,4
43326,43326,Affiance,The Final Countdown,6CFzhfVX4iJlDdLCR6kdgh,30,2012,punk,0.396,0.965,6,-3.919,0,0.156,9.66e-05,0.000721,0.0803,0.207,125.085,294480,4
43327,43327,The All-American Rejects,Heartbeat Slowing Down,0tcZAUYGCPLWZ4T3yzerk2,25,2012,punk,0.326,0.813,3,-6.227,1,0.0797,0.00744,6.54e-06,0.19,0.393,187.936,284280,3
43328,43328,Billy Talent,Cure for the Enemy,3Jg8IBZzzCscfrjLFqXcrU,23,2012,punk,0.475,0.899,3,-4.357,0,0.0629,0.00357,9.22e-06,0.0863,0.415,177.962,266694,3
43329,43329,Yellowcard,Southern Air,6xWuUGlYFI6mMmGHwsQMXZ,28,2012,punk,0.367,0.952,2,-2.259,1,0.0731,0.000199,0.0,0.324,0.535,181.846,262644,4
43330,43330,Less Than Jake,Magnetic North,0QSxGVoIuEwB9CNdjPxDTa,28,2012,punk,0.54,0.95,5,-4.378,1,0.069,0.000866,2.19e-05,0.134,0.786,129.918,179600,4
43331,43331,The All-American Rejects,Kids In The Street,5417bwQp8RC8XSi4pCJo5w,25,2012,punk,0.519,0.921,7,-5.954,1,0.0752,0.000771,0.0197,0.231,0.316,138.002,285613,4
43332,43332,TOTALFAT,Place to Try,1MwsgSI9pajUVZ0vVZEz6j,36,2012,punk,0.565,0.978,6,-2.11,1,0.139,0.00192,0.0,0.34,0.512,112.468,217427,4
43333,43333,The Offspring,OC Guns,4BvMEJBRvb1kehgtsIRgzX,39,2012,punk,0.703,0.868,4,-4.503,0,0.249,0.0185,0.00183,0.283,0.643,170.157,247627,4
43334,43334,Green Day,Baby Eyes,0tFdjFoHrOXX4kMa5JpjWG,32,2012,punk,0.441,0.976,11,-3.581,1,0.084,0.000119,2.77e-06,0.263,0.689,178.011,142240,4
43335,43335,Melody Fall,Remember the Name,3DDw6OgYFgHHM1z2SvdtpU,36,2012,punk,0.516,0.993,5,-3.501,1,0.183,0.00984,0.012,0.45,0.261,92.486,199747,4
43336,43336,Light Asylum,Shallow Tears,1VCC1HTxNzBp7jdzeyp9io,31,2012,punk,0.528,0.888,2,-3.887,1,0.0371,0.00394,0.000796,0.138,0.0695,118.026,308840,4
43337,43337,Green Day,Ashley,6HhutQykHfppuL77Hid1PR,32,2012,punk,0.437,0.97,2,-2.938,1,0.131,0.000172,0.0,0.504,0.591,188.964,170333,4
43338,43338,Flogging Molly,The Times They Are A-Changin',57kHJ3wBv5RaFYt4jYmMXO,24,2012,punk,0.335,0.965,7,-4.655,1,0.13,0.0754,8.05e-06,0.246,0.354,152.236,180653,4
43339,43339,Stellar Corpses,Dead Stars Drive-In,4nDNqOXdcguFACRDbzKjK7,26,2012,punk,0.448,0.946,4,-5.315,1,0.0996,0.000192,5.61e-06,0.241,0.636,144.873,197386,4
43340,43340,The Stanfields,MRS. McGrath,3nC3tYt4IHxsTCXGn8r4Lr,31,2012,punk,0.443,0.959,2,-4.614,1,0.0528,0.00143,0.0567,0.147,0.298,131.714,293560,4
43341,43341,Green Day,Wow! That's Loud,1MihQSxdvO4UWE6DyMbnac,31,2012,punk,0.465,0.956,11,-4.157,1,0.0517,0.000538,0.000303,0.177,0.3,103.968,267573,4
43342,43342,Light Asylum,A Certain Person,61B9edfZ16H2k8y3cDkaRE,29,2012,punk,0.646,0.938,0,-2.572,1,0.0407,0.000348,0.0031,0.086,0.485,116.261,266773,4
43343,43343,Tom Tom Club,Kissin' Antonio,1weOZ1gOj4KSLRsbFYEQTt,32,2012,punk,0.733,0.698,9,-7.799,0,0.0283,0.0743,0.0494,0.0946,0.965,131.004,222867,4
43344,43344,Green Day,Drama Queen,01u7qKInOoy8IFudrraGOy,34,2012,punk,0.657,0.633,0,-5.508,1,0.0259,0.0491,0.0,0.103,0.347,109.008,187533,4
